message_event_sequence,pid,phase,sender,recipient,message,time_sent,pairing_mode,planner_event_sequence,planner_call_id,planner_lag_seconds,agent_action_count,agent_top_orders,agent_top_probability,agent_entropy,bp_top_orders,bp_top_probability,agent_bp_total_variation
1589,206556,S1901M,ITALY,AUSTRIA,I think I'd like to take the slow and steady approach so I'll probably convoy to Tunis first. Have you spoken much to Russia?,217126,exact_sender_recipient_phase,1588,run_bilateral_search_with_conditional_evs-206556-828,0.7939863204956055,11,A ROM - APU | A VEN H | F NAP - ION,0.9074004582751276,0.49486110162107455,A ROM - APU | A VEN H | F NAP - ION,0.8576645950488289,0.05103547375010341
1618,206556,S1901M,ENGLAND,ITALY,Yeah they both seem chill,218085,exact_sender_recipient_phase,1617,run_bilateral_search_with_conditional_evs-206556-843,3.1215837001800537,11,A LVP - YOR | F EDI - NWG | F LON - NTH,0.5688659668141884,0.982542986446866,A LVP - YOR | F EDI - NWG | F LON - NTH,0.4926169183047923,0.08010340094354039
1647,206556,S1901M,GERMANY,RUSSIA,I think I'm gonna have to go Denmark first. Kiel to Holland would leave me way too exposed,218878,exact_sender_recipient_phase,1646,run_bilateral_search_with_conditional_evs-206556-858,1.4154176712036133,11,A BER - KIE | A MUN - RUH | F KIE - DEN,0.6708049211928336,0.8220333901885886,A BER - KIE | A MUN - RUH | F KIE - DEN,0.7540845476526506,0.08382595518956928
1676,206556,S1901M,RUSSIA,ITALY,"That's what I'm getting too, they seem very friendly! Have they offered to help you with a Lepanto? If so you should absolutely consider it - I think it's the best option for an AI to attack Turkey, and I think it gives you a little bit more security in your own back door.",218889,exact_sender_recipient_phase,1675,run_bilateral_search_with_conditional_evs-206556-873,1.7791252136230469,13,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.4683479289535011,1.335354086713612,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.6456271184787282,0.18559352029504123
1734,206556,S1901M,ENGLAND,AUSTRIA,Sounds good!,220493,exact_sender_recipient_phase,1733,run_bilateral_search_with_conditional_evs-206556-903,0.6884758472442627,11,A LVP - YOR | F EDI - NWG | F LON - NTH,0.5090592142519105,0.9940990945636256,A LVP - YOR | F EDI - NWG | F LON - NTH,0.474402727259832,0.036657506776056045
1763,206556,S1901M,GERMANY,FRANCE,Okay great!,222673,exact_sender_recipient_phase,1762,run_bilateral_search_with_conditional_evs-206556-918,2.2496860027313232,11,A BER - KIE | A MUN - RUH | F KIE - DEN,0.8817711098148745,0.5139224144599622,A BER - KIE | A MUN - RUH | F KIE - DEN,0.8836738484791706,0.009630220476588085
1792,206556,S1901M,FRANCE,ITALY,Same here. I'm trying to be cordial and grab Iberia before starting wars anywhere,223324,exact_sender_recipient_phase,1791,run_bilateral_search_with_conditional_evs-206556-933,0.7619733810424805,11,A MAR S A PAR - BUR | A PAR - BUR | F BRE - MAO,0.22855559478235854,2.016134422597095,A MAR - SPA | A PAR - PIC | F BRE - MAO,0.25910898913150676,0.09743990876523388
1821,206556,S1901M,ITALY,TURKEY,Have you spoken to Russia much? I'm still trying to figure out what their plans are.,224565,exact_sender_recipient_phase,1820,run_bilateral_search_with_conditional_evs-206556-948,0.8542869091033936,11,A ROM - APU | A VEN H | F NAP - ION,0.7940263051788546,0.9232088542761275,A ROM - APU | A VEN H | F NAP - ION,0.7814114459296617,0.028060259330026625
1850,206556,S1901M,ENGLAND,GERMANY,"Awesome, likewise. Thanks, I'll let you know when I hear something as well",225759,exact_sender_recipient_phase,1849,run_bilateral_search_with_conditional_evs-206556-963,0.6613702774047852,11,A LVP - YOR | F EDI - NWG | F LON - NTH,0.5314850927591882,1.0500235774658644,A LVP - YOR | F EDI - NWG | F LON - NTH,0.4691467610017408,0.07522767351737339
1879,206556,S1901M,RUSSIA,GERMANY,"That's fair, I get it! Hopefully you get something good out of it though. Have you had any discussions with France and England about Belgium?",229245,exact_sender_recipient_phase,1878,run_bilateral_search_with_conditional_evs-206556-978,0.927971363067627,13,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.7935818991258493,0.8579184522625306,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.8374443541573972,0.05046356888622958
1892,206556,S1901M,FRANCE,TURKEY,"Good luck on the other side of the board Turkey! I don't anticipate us interacting much for a while, but let me know if there's anything I can do for you in the meantime",233808,exact_sender_recipient_phase,1891,run_bilateral_search_with_conditional_evs-206556-985,8.643753290176392,11,A MAR S A PAR - BUR | A PAR - BUR | F BRE - MAO,0.5813362523122385,1.2897224960899032,A MAR S A PAR - BUR | A PAR - BUR | F BRE - MAO,0.5033401128191867,0.14637294332823228
1921,206556,S1901M,RUSSIA,FRANCE,Great! Have you had any discussions with England or Germany about Belgium?,234497,exact_sender_recipient_phase,1920,run_bilateral_search_with_conditional_evs-206556-1000,3.356200933456421,13,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.7129972346921675,1.0929525897052417,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.7396331479618842,0.027618888614730917
1950,206556,S1901M,TURKEY,AUSTRIA,"I'd like to see how the first moves shake out, but your suggestion is a real possibility",234582,exact_sender_recipient_phase,1949,run_bilateral_search_with_conditional_evs-206556-1015,0.6708986759185791,9,A CON - BUL | A SMY - CON | F ANK - BLA,0.878542649336354,0.515506951121445,A CON - BUL | A SMY - CON | F ANK - BLA,0.8649037138159272,0.020224661593363967
1979,206556,S1901M,TURKEY,FRANCE,Good luck to you too!,238260,exact_sender_recipient_phase,1978,run_bilateral_search_with_conditional_evs-206556-1030,1.226592779159546,9,A CON - BUL | A SMY - CON | F ANK - BLA,0.8675971789169042,0.565695981978493,A CON - BUL | A SMY - CON | F ANK - BLA,0.8661297466028349,0.0035508819087946954
2008,206556,S1901M,ITALY,FRANCE,Glad to hear it. I guess I'll see how the East plays out.,238835,exact_sender_recipient_phase,2007,run_bilateral_search_with_conditional_evs-206556-1045,0.8939604759216309,11,A ROM - APU | A VEN H | F NAP - ION,0.6322222955792572,1.3098037856251439,A ROM - APU | A VEN H | F NAP - ION,0.6707055418904856,0.0449010467258379
2037,206556,S1901M,GERMANY,RUSSIA,Yeah we're in the middle of negotiations about it,240219,exact_sender_recipient_phase,2036,run_bilateral_search_with_conditional_evs-206556-1060,1.4319405555725098,11,A BER - KIE | A MUN - RUH | F KIE - DEN,0.7604464086697675,0.7411565278151714,A BER - KIE | A MUN - RUH | F KIE - DEN,0.8256798788682992,0.06560141325745276
2066,206556,S1901M,FRANCE,RUSSIA,Germany does want to keep England out. I think I'm ok with that for the moment,247654,exact_sender_recipient_phase,2065,run_bilateral_search_with_conditional_evs-206556-1075,0.7479851245880127,11,A MAR - SPA | A PAR - PIC | F BRE - MAO,0.29030395038850554,1.9387326831163272,A MAR - SPA | A PAR - PIC | F BRE - MAO,0.270225367526234,0.07778952142738571
2095,206556,S1901M,RUSSIA,GERMANY,Sounds good - let me know how that goes!,248992,exact_sender_recipient_phase,2094,run_bilateral_search_with_conditional_evs-206556-1090,4.614972352981567,13,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.7998955341759374,0.8547599497763447,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.8420659982129401,0.04978693529361913
2124,206556,S1901M,ITALY,RUSSIA,I think it's definitely a strong option but I don't want to antagonize them right away so I'd prefer not to tip my hand as I wait to see how the opening moves shake out. Have you spoken much to them?,250140,exact_sender_recipient_phase,2123,run_bilateral_search_with_conditional_evs-206556-1105,1.6654436588287354,11,A ROM - APU | A VEN H | F NAP - ION,0.7618120582670801,0.9753129122073494,A ROM - APU | A VEN H | F NAP - ION,0.8158477831438403,0.068228842403807
2153,206556,S1901M,RUSSIA,FRANCE,"Yeah, I think that's good for you too. Are you thinking of teaming up with Germany against England?",252133,exact_sender_recipient_phase,2152,run_bilateral_search_with_conditional_evs-206556-1120,1.0612802505493164,13,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.6722659359532145,1.1511401549924116,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.687738687636601,0.01736022803489368
2182,206556,S1901M,ITALY,AUSTRIA,"I'm going to have Venice hold this turn, just FYI.",253726,exact_sender_recipient_phase,2181,run_bilateral_search_with_conditional_evs-206556-1135,0.9198036193847656,11,A ROM - APU | A VEN H | F NAP - ION,0.9112721481751719,0.4755697994799629,A ROM - APU | A VEN H | F NAP - ION,0.8710272317288433,0.04175814202557116
2211,206556,S1901M,TURKEY,ITALY,"Briefly, but it's hard to say what their plans are at this point",258996,exact_sender_recipient_phase,2210,run_bilateral_search_with_conditional_evs-206556-1150,1.8375918865203857,9,A CON - BUL | A SMY - CON | F ANK - BLA,0.884414960972468,0.4998322405183735,A CON - BUL | A SMY - CON | F ANK - BLA,0.8527306787020907,0.031808222659844544
2269,206556,S1901M,FRANCE,ITALY,Best of luck! I'll keep you posted if I hear anything that may be of interest to you,261586,exact_sender_recipient_phase,2268,run_bilateral_search_with_conditional_evs-206556-1180,1.4036495685577393,11,A MAR S A PAR - BUR | A PAR - BUR | F BRE - MAO,0.22818030092019598,2.0166289463422316,A MAR - SPA | A PAR - PIC | F BRE - MAO,0.26261914630931604,0.10117437925068912
2298,206556,S1901M,RUSSIA,ITALY,"They've told me they're up for going after Turkey, and I've spoken to them a little bit. I can see how it's better not to tip your hand though - no worries!",270040,exact_sender_recipient_phase,2297,run_bilateral_search_with_conditional_evs-206556-1195,5.262927293777466,13,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.47511811986409197,1.2803251790239278,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.6501070581705211,0.17968668858263118
2327,206556,S1901M,FRANCE,RUSSIA,"I think that's the current plan, but I want to keep my options open. I've never been one to commit to an enemy this early in the game. What about you?",272373,exact_sender_recipient_phase,2326,run_bilateral_search_with_conditional_evs-206556-1210,0.7676196098327637,11,A MAR - SPA | A PAR - PIC | F BRE - MAO,0.36394133914623883,1.9279035386760326,A MAR - SPA | A PAR - PIC | F BRE - MAO,0.32907156959791206,0.0824238127417777
2356,206556,S1901M,FRANCE,ENGLAND,How have your talks with Germany and Russia gone?,277057,exact_sender_recipient_phase,2355,run_bilateral_search_with_conditional_evs-206556-1225,3.0117645263671875,11,A MAR S A PAR - BUR | A PAR - BUR | F BRE - MAO,0.2815235649145461,2.0060530214184427,A MAR - BUR | A PAR - PIC | F BRE - MAO,0.19530864631111092,0.18832614100474251
2385,206556,S1901M,ITALY,TURKEY,Yeah it's always hard to tell until the opening moves. Just wanted to see if you heard anything interesting.,277372,exact_sender_recipient_phase,2384,run_bilateral_search_with_conditional_evs-206556-1240,6.991373300552368,11,A ROM - APU | A VEN H | F NAP - ION,0.7902612249618675,0.9370121329629411,A ROM - APU | A VEN H | F NAP - ION,0.7787385452956066,0.026225374229161765
2414,206556,S1901M,ITALY,RUSSIA,"Thanks for letting me know. I'll probably take a wait and see approach but if you hear anything interesting, let me know and I'll do the same.",286342,exact_sender_recipient_phase,2413,run_bilateral_search_with_conditional_evs-206556-1255,0.9935486316680908,11,A ROM - APU | A VEN H | F NAP - ION,0.7793684653054829,0.9101755066973621,A ROM - APU | A VEN H | F NAP - ION,0.8328296377683454,0.06517979624590921
2443,206556,S1901M,ITALY,FRANCE,"Thanks, I'll do the same.",289643,exact_sender_recipient_phase,2442,run_bilateral_search_with_conditional_evs-206556-1270,2.6535394191741943,11,A ROM - APU | A VEN H | F NAP - ION,0.6534525167861748,1.229275479379819,A ROM - APU | A VEN H | F NAP - ION,0.6929907103921377,0.04636884767967503
2472,206556,S1901M,TURKEY,ITALY,"They sent one short message, but have responded to me",296267,exact_sender_recipient_phase,2471,run_bilateral_search_with_conditional_evs-206556-1285,2.8541793823242188,9,A CON - BUL | A SMY - CON | F ANK - BLA,0.8938925864329861,0.47887972805646756,A CON - BUL | A SMY - CON | F ANK - BLA,0.8721043942122836,0.021788192220702805
2501,206556,S1901M,RUSSIA,ITALY,Sounds great! What's your current plan for A Ven?,297042,exact_sender_recipient_phase,2500,run_bilateral_search_with_conditional_evs-206556-1300,1.0787768363952637,14,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.5219897984587216,1.2889950624581321,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.690047132769679,0.17352044065217317
2530,206556,S1901M,ITALY,TURKEY,Interesting. We'll just have to see how things shake out.,302218,exact_sender_recipient_phase,2529,run_bilateral_search_with_conditional_evs-206556-1315,1.037245750427246,11,A ROM - APU | A VEN H | F NAP - ION,0.8129815431122706,0.838126077716103,A ROM - APU | A VEN H | F NAP - ION,0.8017072035159962,0.024182473159672317
2559,206556,S1901M,FRANCE,ITALY,Thank you,303937,exact_sender_recipient_phase,2558,run_bilateral_search_with_conditional_evs-206556-1330,0.758934736251831,11,A MAR - SPA | A PAR - PIC | F BRE - MAO,0.22432110161779725,2.000936192912587,A MAR - SPA | A PAR - PIC | F BRE - MAO,0.2781473725262423,0.10052203395674002
2588,206556,S1901M,TURKEY,AUSTRIA,"However, I think Russia and I will bounce in the Black Sea",320181,exact_sender_recipient_phase,2587,run_bilateral_search_with_conditional_evs-206556-1345,2.546154737472534,9,A CON - BUL | A SMY - CON | F ANK - BLA,0.8924783115036555,0.4965667488451274,A CON - BUL | A SMY - CON | F ANK - BLA,0.8775303451490909,0.022428744616441634
2617,206556,S1901M,RUSSIA,FRANCE,"I can understand that - as long as it doesn't involve England attacking me :)

I think I'm going to focus on the south for now, but if England does something too aggressive I'd be happy to come help out!",331482,exact_sender_recipient_phase,2616,run_bilateral_search_with_conditional_evs-206556-1360,3.161977767944336,14,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.6990767602587677,1.0866790363432184,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.6997466859286471,0.004993138484568706
2646,206556,S1901M,ITALY,RUSSIA,I'm holding it for now.,333110,exact_sender_recipient_phase,2645,run_bilateral_search_with_conditional_evs-206556-1375,5.345408916473389,11,A ROM - APU | A VEN H | F NAP - ION,0.9809476409735653,0.12283253246524052,A ROM - APU | A VEN H | F NAP - ION,0.9868652378244611,0.006292346004948777
2663,206556,S1901M,ITALY,RUSSIA,How about you?,335362,exact_sender_recipient_phase,2662,run_bilateral_search_with_conditional_evs-206556-1384,4.032032251358032,11,A ROM - APU | A VEN H | F NAP - ION,0.8921169869961185,0.518110661823206,A ROM - APU | A VEN H | F NAP - ION,0.9056144832408718,0.021430250747887684
2692,206556,S1901M,ITALY,FRANCE,Let me know if you hear anything interesting from Austria or Turkey. I'm still trying to figure them both out.,338724,exact_sender_recipient_phase,2691,run_bilateral_search_with_conditional_evs-206556-1399,1.13792085647583,11,A ROM - APU | A VEN H | F NAP - ION,0.6773955765447737,1.131478661782964,A ROM - APU | A VEN H | F NAP - ION,0.7187571341435343,0.047322358352677944
2705,206556,S1901M,ENGLAND,TURKEY,"Hey Turkey, gl to you",355657,exact_sender_recipient_phase,2704,run_bilateral_search_with_conditional_evs-206556-1406,4.8353049755096436,11,A LVP - YOR | F EDI - NWG | F LON - NTH,0.42453867483838736,1.2119997889653538,A LVP - EDI | F EDI - NWG | F LON - NTH,0.44512609844374823,0.0877191237322215
2734,206556,S1901M,RUSSIA,ITALY,"Yeah, that's probably the safest option. I'm thinking bouncing in Gal and bouncing in the Black Sea",357132,exact_sender_recipient_phase,2733,run_bilateral_search_with_conditional_evs-206556-1421,1.2857508659362793,14,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.8761692724005539,0.538957511591837,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.9312508525091598,0.05508158010860571
2735,206556,S1901M,ENGLAND,TURKEY,Hopefully we have the opportunity to work together later,358271,exact_sender_recipient_phase,2704,run_bilateral_search_with_conditional_evs-206556-1406,27.70207905769348,11,A LVP - YOR | F EDI - NWG | F LON - NTH,0.42453867483838736,1.2119997889653538,A LVP - EDI | F EDI - NWG | F LON - NTH,0.44512609844374823,0.0877191237322215
2752,206556,S1901M,RUSSIA,ITALY,How about you?,361963,exact_sender_recipient_phase,2751,run_bilateral_search_with_conditional_evs-206556-1431,1.2046968936920166,14,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.5603790514155061,1.0585179581883313,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.7197229081126364,0.1595587990463126
2781,206556,S1901M,FRANCE,RUSSIA,"Awesome, thank you. Let me know if there's anything I can do for you",364869,exact_sender_recipient_phase,2780,run_bilateral_search_with_conditional_evs-206556-1446,0.9199390411376953,11,A MAR - SPA | A PAR - PIC | F BRE - MAO,0.39246374531895756,1.893430291394948,A MAR - SPA | A PAR - PIC | F BRE - MAO,0.35508219449569717,0.0783121614041888
2810,206556,S1901M,AUSTRIA,TURKEY,"Yeah, that's probably a safe call. I'm bouncing with Russia in Galicia, so we'll see if that's enough to give you an opening?",366092,exact_sender_recipient_phase,2809,run_bilateral_search_with_conditional_evs-206556-1461,1.0697507858276367,10,A BUD - SER | A VIE - GAL | F TRI - ALB,0.8012031222879182,0.7600130718272802,A BUD - SER | A VIE - GAL | F TRI - ALB,0.8285981020292094,0.027394979741291202
2839,206556,S1901M,RUSSIA,FRANCE,"Sure thing, same to you!",369794,exact_sender_recipient_phase,2838,run_bilateral_search_with_conditional_evs-206556-1476,1.1360442638397217,14,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.8040917500632271,0.8503622812793356,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.8066252101659682,0.006142330072224464
2868,206556,S1901M,AUSTRIA,ITALY,"Cool, I'm going to move Trieste down to Albania. Yeah, I've talked a bit to Russia, we're trying to get Turkey out of the way as quickly as possible.",370217,exact_sender_recipient_phase,2867,run_bilateral_search_with_conditional_evs-206556-1491,0.9902288913726807,10,A BUD - SER | A VIE - GAL | F TRI - ALB,0.9806423416683099,0.12049874365363551,A BUD - SER | A VIE - GAL | F TRI - ALB,0.9835021449900581,0.003458058191052546
2897,206556,S1901M,TURKEY,ENGLAND,"Indeed, good luck to you!",374743,exact_sender_recipient_phase,2896,run_bilateral_search_with_conditional_evs-206556-1506,0.6582117080688477,9,A CON - BUL | A SMY - CON | F ANK - BLA,0.8501730692942463,0.6350865421553401,A CON - BUL | A SMY - CON | F ANK - BLA,0.8630894043656588,0.017748782720980367
2926,206556,S1901M,AUSTRIA,RUSSIA,"Excellent! And agreed, the tension can be really nerve wracking!",375825,exact_sender_recipient_phase,2925,run_bilateral_search_with_conditional_evs-206556-1521,1.9471192359924316,10,A BUD - SER | A VIE - GAL | F TRI - ALB,0.9918039191384863,0.058932708923230825,A BUD - SER | A VIE - GAL | F TRI - ALB,0.9897304193259382,0.0020912125893850606
2955,206556,S1901M,RUSSIA,AUSTRIA,"Bouncing in Gal is still the plan, right?",380062,exact_sender_recipient_phase,2954,run_bilateral_search_with_conditional_evs-206556-1536,2.332803726196289,14,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.6368189354039271,1.092807444936765,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.7945703891279171,0.1636600998330203
3013,206556,S1901M,RUSSIA,TURKEY,"Are you happy to bounce in the Black Sea, and then we can figure out what to do in the fall once we've seen everyone's moves?",389477,exact_sender_recipient_phase,3012,run_bilateral_search_with_conditional_evs-206556-1566,6.084168195724487,14,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.7365885241974487,0.8605863014934588,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.8027030090306028,0.06704400306941374
3042,206556,S1901M,FRANCE,RUSSIA,How are your talks with England?,393139,exact_sender_recipient_phase,3041,run_bilateral_search_with_conditional_evs-206556-1581,3.2679696083068848,11,A MAR - SPA | A PAR - PIC | F BRE - MAO,0.39154241532707595,1.9010815316120029,A MAR - SPA | A PAR - PIC | F BRE - MAO,0.35392712322697056,0.08019333620397115
3084,206556,S1901M,GERMANY,TURKEY,Hello Turkey! Good luck to you. I just wanted to check in and see if you had any initial plans?,402070,exact_sender_recipient_phase,3083,run_bilateral_search_with_conditional_evs-206556-1603,12.31921672821045,11,A BER - KIE | A MUN - RUH | F KIE - DEN,0.9156999086067235,0.39308262371961444,A BER - KIE | A MUN - RUH | F KIE - DEN,0.805445503769646,0.1102544048370774
3113,206556,S1901M,AUSTRIA,RUSSIA,Yup!,418005,exact_sender_recipient_phase,3112,run_bilateral_search_with_conditional_evs-206556-1618,2.485560894012451,10,A BUD - SER | A VIE - GAL | F TRI - ALB,0.991255403393657,0.06099538258594486,A BUD - SER | A VIE - GAL | F TRI - ALB,0.9891789232899276,0.0020917188880083685
3142,206556,S1901M,TURKEY,RUSSIA,"Yeah, that sounds good to me",418043,exact_sender_recipient_phase,3141,run_bilateral_search_with_conditional_evs-206556-1633,1.4018309116363525,9,A CON - BUL | A SMY - CON | F ANK - BLA,0.9742996245744495,0.15343021753502814,A CON - BUL | A SMY - CON | F ANK - BLA,0.9756762829135898,0.00418374350001509
3171,206556,S1901M,TURKEY,GERMANY,Good luck to you too! No firm plans yet,422415,exact_sender_recipient_phase,3170,run_bilateral_search_with_conditional_evs-206556-1648,0.7181057929992676,9,A CON - BUL | A SMY - CON | F ANK - BLA,0.8345144775520976,0.6749886532877823,A CON - BUL | A SMY - CON | F ANK - BLA,0.8691639728237326,0.03686185216316754
3200,206556,S1901M,RUSSIA,FRANCE,"They've been pretty decent, I think we've agreed to a fairly standard set of conditions in Scandinavia",434298,exact_sender_recipient_phase,3199,run_bilateral_search_with_conditional_evs-206556-1663,4.877470016479492,14,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.840075152826571,0.7137519466735024,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.852398349915808,0.013589442154846925
3258,206556,S1901M,FRANCE,RUSSIA,That's always nice as Russia,463834,exact_sender_recipient_phase,3257,run_bilateral_search_with_conditional_evs-206556-1693,1.6369822025299072,11,A MAR - SPA | A PAR - PIC | F BRE - MAO,0.4089443110622877,1.823244437940635,A MAR - SPA | A PAR - PIC | F BRE - MAO,0.3760603842021053,0.06901936071414072
3287,206556,S1901M,RUSSIA,FRANCE,"Yeah, I'd say so",481045,exact_sender_recipient_phase,3286,run_bilateral_search_with_conditional_evs-206556-1708,3.2394285202026367,14,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.8411710748649421,0.7133210613119843,A MOS - UKR | A WAR - GAL | F SEV - BLA | F STP/SC - BOT,0.8487119336948677,0.0100703900947477
3316,206556,S1901M,FRANCE,RUSSIA,Anything you want to share about your neighbors? I'll do the same for you,492110,exact_sender_recipient_phase,3315,run_bilateral_search_with_conditional_evs-206556-1723,4.963840961456299,11,A MAR - SPA | A PAR - PIC | F BRE - MAO,0.4607977000813337,1.7215521542687615,A MAR - SPA | A PAR - PIC | F BRE - MAO,0.42711158073847105,0.07421477607810842
3374,206556,S1901M,GERMANY,TURKEY,Okay. Let me know when you do!,533943,exact_sender_recipient_phase,3373,run_bilateral_search_with_conditional_evs-206556-1753,1.4957058429718018,11,A BER - KIE | A MUN - RUH | F KIE - DEN,0.9001468464176426,0.44287441998151306,A BER - KIE | A MUN - RUH | F KIE - DEN,0.751843031424591,0.14830381499305134
3403,206556,S1901M,ENGLAND,FRANCE,"Russia seems chill, haven't talked to Germany that much yet",1020691,exact_sender_recipient_phase,3402,run_bilateral_search_with_conditional_evs-206556-1768,0.7102875709533691,11,A LVP - EDI | F EDI - NWG | F LON - NTH,0.47652942000802107,0.9392951355605303,A LVP - YOR | F EDI - NWG | F LON - NTH,0.48474950518517435,0.024582485431582566
3432,206556,S1901M,FRANCE,ENGLAND,What are you thinking with Scandinavia?,1036201,exact_sender_recipient_phase,3431,run_bilateral_search_with_conditional_evs-206556-1783,0.9075307846069336,11,A MAR S A PAR - BUR | A PAR - BUR | F BRE - MAO,0.2661070066395287,2.020446302082745,A MAR - BUR | A PAR - PIC | F BRE - MAO,0.21581613410032405,0.18591774386036672
3461,206556,S1901M,ENGLAND,FRANCE,"Well that really depends on what everyone does, but I'm definitely going for Norway. You?",1088395,exact_sender_recipient_phase,3460,run_bilateral_search_with_conditional_evs-206556-1798,1.4301776885986328,11,A LVP - YOR | F EDI - NWG | F LON - NTH,0.5125767366206075,0.9466343867010936,A LVP - YOR | F EDI - NWG | F LON - NTH,0.5411603620694686,0.030248222547091422
3490,206556,S1901M,FRANCE,ENGLAND,Just grabbing Iberia and seeing how it goes,1107255,exact_sender_recipient_phase,3489,run_bilateral_search_with_conditional_evs-206556-1813,0.9234468936920166,11,A MAR - SPA | A PAR - PIC | F BRE - MAO,0.26797084889023254,2.002444070896724,A MAR - SPA | A PAR - BUR | F BRE - MAO,0.2588059034112894,0.18100063775845823
3519,206556,S1901M,ENGLAND,FRANCE,Sounds good,1211240,exact_sender_recipient_phase,3518,run_bilateral_search_with_conditional_evs-206556-1828,0.6942133903503418,11,A LVP - YOR | F EDI - NWG | F LON - NTH,0.49151605397786025,0.937868364653359,A LVP - YOR | F EDI - NWG | F LON - NTH,0.5197219366249543,0.02871078421249096
