file,line,terms,text
unit_tests/test_pydipcc.py,1062,process,        game.process()
unit_tests/test_pydipcc.py,1066,process,        game.process()
unit_tests/test_pydipcc.py,1072,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,1077,process,        game.process()
unit_tests/test_pydipcc.py,1081,process,        game.process()
unit_tests/test_pydipcc.py,1090,process,        game.process()
unit_tests/test_pydipcc.py,1094,process,        game.process()
unit_tests/test_pydipcc.py,1098,process,        game.process()
unit_tests/test_pydipcc.py,1102,process,        game.process()
unit_tests/test_pydipcc.py,1106,process,        game.process()
unit_tests/test_pydipcc.py,1110,process,        game.process()
unit_tests/test_pydipcc.py,1114,process,        game.process()
unit_tests/test_pydipcc.py,1118,process,        game.process()
unit_tests/test_pydipcc.py,1127,process,        game.process()
unit_tests/test_pydipcc.py,1131,process,        game.process()
unit_tests/test_pydipcc.py,1135,process,        game.process()
unit_tests/test_pydipcc.py,1141,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,1155,process,        game.process()
unit_tests/test_pydipcc.py,1159,"Game(,pydipcc.Game",        gamecopy = pydipcc.Game(game)
unit_tests/test_pydipcc.py,1164,process,        game.process()
unit_tests/test_pydipcc.py,1170,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,1172,process,        game.process()
unit_tests/test_pydipcc.py,1173,process,        game.process()
unit_tests/test_pydipcc.py,1182,process,        game.process()
unit_tests/test_pydipcc.py,1192,process,        game.process()
unit_tests/test_pydipcc.py,1201,process,        game.process()
unit_tests/test_pydipcc.py,1205,process,        game.process()
unit_tests/test_pydipcc.py,1214,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,1215,set_orders,"        game.set_orders(""TURKEY"", [""A CON - BUL""])"
unit_tests/test_pydipcc.py,1216,process,        game.process()
unit_tests/test_pydipcc.py,1256,process,        game.process()
unit_tests/test_pydipcc.py,1257,process,        game.process()
unit_tests/test_pydipcc.py,1265,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,1266,set_orders,"        game.set_orders(""FRANCE"", [""F BRE - MAO""])"
unit_tests/test_pydipcc.py,1267,process,        game.process()
unit_tests/test_pydipcc.py,1268,set_orders,"        game.set_orders(""FRANCE"", [""F MAO - SPA/NC""])"
unit_tests/test_pydipcc.py,1269,process,        game.process()
unit_tests/test_pydipcc.py,1270,process,        game.process()
unit_tests/test_pydipcc.py,1271,set_orders,"        game.set_orders(""FRANCE"", [""A MAR S F SPA""])"
unit_tests/test_pydipcc.py,1274,get_all_possible_orders,        possible_orders = [d for ds in game.get_all_possible_orders().values() for d in ds]
unit_tests/test_pydipcc.py,1312,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,1313,set_orders,"        game.set_orders(""FRANCE"", [""F BRE - MAO""])"
unit_tests/test_pydipcc.py,1314,process,        game.process()
unit_tests/test_pydipcc.py,1315,set_orders,"        game.set_orders(""FRANCE"", [""F MAO - SPA/SC""])"
unit_tests/test_pydipcc.py,1316,process,        game.process()
unit_tests/test_pydipcc.py,1317,process,        game.process()
unit_tests/test_pydipcc.py,1318,set_orders,"        game.set_orders(""FRANCE"", [""A MAR S F SPA""])"
unit_tests/test_pydipcc.py,1321,get_all_possible_orders,        possible_orders = [d for ds in game.get_all_possible_orders().values() for d in ds]
unit_tests/test_pydipcc.py,1359,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,1360,set_orders,"        game.set_orders(""FRANCE"", [""F BRE - MAO""])"
unit_tests/test_pydipcc.py,1361,process,        game.process()
unit_tests/test_pydipcc.py,1362,set_orders,"        game.set_orders(""FRANCE"", [""F MAO - SPA/NC""])"
unit_tests/test_pydipcc.py,1363,process,        game.process()
unit_tests/test_pydipcc.py,1364,process,        game.process()
unit_tests/test_pydipcc.py,1365,set_orders,"        game.set_orders(""FRANCE"", [""A MAR S F SPA/NC""])"
unit_tests/test_pydipcc.py,1368,get_all_possible_orders,        possible_orders = [d for ds in game.get_all_possible_orders().values() for d in ds]
unit_tests/test_pydipcc.py,1405,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,1406,set_orders,"        game.set_orders(""FRANCE"", [""F BRE - MAO""])"
unit_tests/test_pydipcc.py,1407,process,        game.process()
unit_tests/test_pydipcc.py,1408,set_orders,"        game.set_orders(""FRANCE"", [""F MAO - SPA/NC""])"
unit_tests/test_pydipcc.py,1409,process,        game.process()
unit_tests/test_pydipcc.py,1410,process,        game.process()
unit_tests/test_pydipcc.py,1411,set_orders,"        game.set_orders(""FRANCE"", [""A MAR S F SPA - GAS""])"
unit_tests/test_pydipcc.py,1414,get_all_possible_orders,        possible_orders = [d for ds in game.get_all_possible_orders().values() for d in ds]
unit_tests/test_pydipcc.py,1454,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,1455,set_orders,"        game.set_orders(""FRANCE"", [""F BRE - MAO""])"
unit_tests/test_pydipcc.py,1456,set_orders,"        game.set_orders(""FRANCE"", [""A MAR - BUR""])"
unit_tests/test_pydipcc.py,1457,process,        game.process()
unit_tests/test_pydipcc.py,1458,set_orders,"        game.set_orders(""FRANCE"", [""F MAO - SPA/SC""])"
unit_tests/test_pydipcc.py,1459,process,        game.process()
unit_tests/test_pydipcc.py,1460,process,        game.process()
unit_tests/test_pydipcc.py,1461,set_orders,"        game.set_orders(""FRANCE"", [""A BUR S F SPA - MAR""])"
unit_tests/test_pydipcc.py,1464,get_all_possible_orders,        possible_orders = [d for ds in game.get_all_possible_orders().values() for d in ds]
unit_tests/test_pydipcc.py,1504,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,1505,set_orders,"        game.set_orders(""FRANCE"", [""F BRE - MAO""])"
unit_tests/test_pydipcc.py,1506,process,        game.process()
unit_tests/test_pydipcc.py,1507,set_orders,"        game.set_orders(""FRANCE"", [""F MAO - SPA/NC""])"
unit_tests/test_pydipcc.py,1508,process,        game.process()
unit_tests/test_pydipcc.py,1509,process,        game.process()
unit_tests/test_pydipcc.py,1510,set_orders,"        game.set_orders(""FRANCE"", [""A MAR S F SPA/NC - GAS""])"
unit_tests/test_pydipcc.py,1513,get_all_possible_orders,        possible_orders = [d for ds in game.get_all_possible_orders().values() for d in ds]
unit_tests/test_pydipcc.py,1552,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,1553,set_orders,"        game.set_orders(""FRANCE"", [""F BRE - MAO""])"
unit_tests/test_pydipcc.py,1554,process,        game.process()
unit_tests/test_pydipcc.py,1555,set_orders,"        game.set_orders(""FRANCE"", [""A MAR S F MAO - SPA""])"
unit_tests/test_pydipcc.py,1558,get_all_possible_orders,        possible_orders = [d for ds in game.get_all_possible_orders().values() for d in ds]
unit_tests/test_pydipcc.py,1597,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_pydipcc.py,1598,set_orders,"        game.set_orders(""FRANCE"", [""F BRE - MAO""])"
unit_tests/test_pydipcc.py,1599,process,        game.process()
unit_tests/test_pydipcc.py,1600,set_orders,"        game.set_orders(""FRANCE"", [""A MAR S F MAO - SPA/NC""])"
unit_tests/test_pydipcc.py,1603,get_all_possible_orders,        possible_orders = [d for ds in game.get_all_possible_orders().values() for d in ds]
unit_tests/test_pseudo_cache.py,17,Game(,        game = Game()
unit_tests/test_pseudo_cache.py,28,set_orders,"        game.set_orders(agent_power, a[agent_power])"
unit_tests/test_pseudo_cache.py,29,process,        game.process()  # -> F1901M
unit_tests/test_pseudo_cache.py,32,process,        game.process()  # -> W1901A
unit_tests/test_pseudo_cache.py,40,Game(,        game_future = Game(game)
unit_tests/test_pseudo_cache.py,41,set_orders,"        game_future.set_orders(agent_power, a2[agent_power])"
unit_tests/test_pseudo_cache.py,42,process,        game_future.process()  # -> S1902M
unit_tests/test_pseudo_cache.py,51,set_orders,"        game.set_orders(agent_power, a2[agent_power])"
unit_tests/test_pseudo_cache.py,52,process,        game.process()  # -> S1902M
unit_tests/test_parlai_order_filtering.py,23,Game(,        game = Game()
unit_tests/test_parlai_order_filtering.py,24,get_all_possible_orders,        old_allowed_orders = game.get_all_possible_orders()
unit_tests/test_parlai_order_filtering.py,26,set_orders,"        game.set_orders(""FRANCE"", [""F BRE - MAO""])"
unit_tests/test_parlai_order_filtering.py,27,set_orders,"        game.set_orders(""AUSTRIA"", [""A BUD - SER""])"
unit_tests/test_parlai_order_filtering.py,28,set_orders,"        game.set_orders(""TURKEY"", [""F ANK - CON"", ""A CON - SMY"", ""A SMY - ARM""])"
unit_tests/test_parlai_order_filtering.py,29,process,        game.process()
unit_tests/test_parlai_order_filtering.py,30,set_orders,"        game.set_orders(""TURKEY"", [""F CON - BUL/EC""])"
unit_tests/test_parlai_order_filtering.py,31,process,        game.process()
unit_tests/test_parlai_order_filtering.py,32,process,        game.process()
unit_tests/test_parlai_order_filtering.py,34,get_all_possible_orders,        allowed_orders = game.get_all_possible_orders()
unit_tests/test_parlai_message_history_truncation.py,24,Game(,def load_game():
unit_tests/test_parlai_message_history_truncation.py,28,from_json,        game_object = Game.from_json(f.read())
unit_tests/test_parlai_message_history_truncation.py,43,Game(,        game_json = load_game()
unit_tests/test_parlai_message_history_building.py,34,Game(,def load_game() -> Game:
unit_tests/test_parlai_message_history_building.py,37,from_json,        game_object = Game.from_json(f.read())
unit_tests/test_parlai_message_history_building.py,45,add_message,        game_object.add_message(
unit_tests/test_parlai_message_history_building.py,54,Game(,        game = load_game()
unit_tests/test_parlai_input_validation.py,44,from_json,"            game = Game.from_json(f.read()).rolled_back_to_phase_start(""S1903M"")"
unit_tests/test_parlai_formatting.py,46,Game(,def load_game():
unit_tests/test_parlai_formatting.py,51,from_json,        game_object = Game.from_json(f.read())
unit_tests/test_parlai_formatting.py,55,set_orders,"        game_object.set_orders(pwr, orders)"
unit_tests/test_parlai_formatting.py,56,process,    game_object.process()
unit_tests/test_parlai_formatting.py,63,Game(,        game = load_game()
unit_tests/test_parlai_formatting.py,301,Game(,        game = Game()
unit_tests/test_parlai_formatting.py,302,set_orders,"        game.set_orders(""FRANCE"", [""F BRE - MAO""])"
unit_tests/test_parlai_formatting.py,303,process,        game.process()
unit_tests/test_parlai_formatting.py,304,set_orders,"        game.set_orders(""FRANCE"", [""F MAO - SPA/NC""])"
unit_tests/test_parlai_formatting.py,305,set_orders,"        game.set_orders(""RUSSIA"", [""A MOS S F STP/SC - LVN""])"
unit_tests/test_parlai_formatting.py,306,process,        game.process()
unit_tests/test_parlai_formatting.py,307,process,        game.process()
unit_tests/test_parlai_formatting.py,308,set_orders,"        game.set_orders(""FRANCE"", [""A MAR S F SPA/NC - GAS""])"
unit_tests/test_parlai_formatting.py,350,Game(,        game = Game()
unit_tests/test_parlai_formatting.py,351,set_orders,"        game.set_orders(""FRANCE"", [""F BRE - MAO""])"
unit_tests/test_parlai_formatting.py,352,process,        game.process()
unit_tests/test_parlai_formatting.py,353,set_orders,"        game.set_orders(""FRANCE"", [""F MAO - SPA/NC""])"
unit_tests/test_parlai_formatting.py,354,set_orders,"        game.set_orders(""RUSSIA"", [""A MOS S F STP - LVN""])"
unit_tests/test_parlai_formatting.py,355,process,        game.process()
unit_tests/test_parlai_formatting.py,356,process,        game.process()
unit_tests/test_parlai_formatting.py,357,set_orders,"        game.set_orders(""FRANCE"", [""A MAR S F SPA - GAS""])"
unit_tests/test_parlai_formatting.py,399,Game(,        game = Game()
unit_tests/test_parlai_formatting.py,400,set_orders,"        game.set_orders(""FRANCE"", [""F BRE - MAO""])"
unit_tests/test_parlai_formatting.py,401,process,        game.process()
unit_tests/test_parlai_formatting.py,402,set_orders,"        game.set_orders(""FRANCE"", [""F MAO - SPA/NC""])"
unit_tests/test_parlai_formatting.py,403,set_orders,"        game.set_orders(""RUSSIA"", [""A MOS S F STP/SC""])"
unit_tests/test_parlai_formatting.py,404,process,        game.process()
unit_tests/test_parlai_formatting.py,405,process,        game.process()
unit_tests/test_parlai_formatting.py,406,set_orders,"        game.set_orders(""FRANCE"", [""A MAR S F SPA/NC""])"
unit_tests/test_parlai_formatting.py,448,Game(,        game = Game()
unit_tests/test_parlai_formatting.py,449,set_orders,"        game.set_orders(""FRANCE"", [""F BRE - MAO""])"
unit_tests/test_parlai_formatting.py,450,process,        game.process()
unit_tests/test_parlai_formatting.py,451,set_orders,"        game.set_orders(""FRANCE"", [""F MAO - SPA/NC""])"
unit_tests/test_parlai_formatting.py,452,set_orders,"        game.set_orders(""RUSSIA"", [""A MOS S F STP""])"
unit_tests/test_parlai_formatting.py,453,process,        game.process()
unit_tests/test_parlai_formatting.py,454,process,        game.process()
unit_tests/test_parlai_formatting.py,455,set_orders,"        game.set_orders(""FRANCE"", [""A MAR S F SPA""])"
unit_tests/test_parlai_formatting.py,504,Game(,        game = load_game().rolled_back_to_phase_start(PHASE)
unit_tests/test_parlai_formatting.py,626,Game(,        game = load_game()
unit_tests/test_parlai_formatting.py,909,Game(,        game = TestMatchingWebdip._get_trivial_r_phase_game()
unit_tests/test_parlai_formatting.py,947,Game(,        game = Game()
unit_tests/test_parlai_formatting.py,948,set_orders,"        game.set_orders(""FRANCE"", [""F BRE - MAO""])"
unit_tests/test_parlai_formatting.py,949,process,        game.process()
unit_tests/test_parlai_formatting.py,950,set_orders,"        game.set_orders(""FRANCE"", [""F MAO - SPA/NC""])"
unit_tests/test_parlai_formatting.py,951,set_orders,"        game.set_orders(""RUSSIA"", [""A MOS S F STP/SC - LVN""])"
unit_tests/test_parlai_formatting.py,952,process,        game.process()
unit_tests/test_parlai_formatting.py,953,process,        game.process()
unit_tests/test_parlai_formatting.py,1007,Game(,        game = Game()
unit_tests/test_parlai_formatting.py,1008,set_orders,"        game.set_orders(""FRANCE"", [""F BRE - MAO""])"
unit_tests/test_parlai_formatting.py,1009,set_orders,"        game.set_orders(""RUSSIA"", [""F STP/SC - LVN""])"
unit_tests/test_parlai_formatting.py,1010,process,        game.process()
unit_tests/test_parlai_formatting.py,1011,set_orders,"        game.set_orders(""RUSSIA"", [""A MOS S F LVN - STP/SC""])"
unit_tests/test_parlai_formatting.py,1012,process,        game.process()
unit_tests/test_parlai_formatting.py,1066,Game(,        game = Game()
unit_tests/test_parlai_formatting.py,1067,set_orders,"        game.set_orders(""FRANCE"", [""F BRE - MAO""])"
unit_tests/test_parlai_formatting.py,1068,set_orders,"        game.set_orders(""RUSSIA"", [""F STP/SC - LVN""])"
unit_tests/test_parlai_formatting.py,1069,process,        game.process()
unit_tests/test_parlai_formatting.py,1070,set_orders,"        game.set_orders(""RUSSIA"", [""A MOS S F LVN - STP""])"
unit_tests/test_parlai_formatting.py,1071,process,        game.process()
unit_tests/test_parlai_formatting.py,1125,Game(,        game = Game()
unit_tests/test_parlai_formatting.py,1126,set_orders,"        game.set_orders(""FRANCE"", [""F BRE - MAO""])"
unit_tests/test_parlai_formatting.py,1127,process,        game.process()
unit_tests/test_parlai_formatting.py,1128,set_orders,"        game.set_orders(""FRANCE"", [""F MAO - SPA/NC""])"
unit_tests/test_parlai_formatting.py,1129,set_orders,"        game.set_orders(""RUSSIA"", [""A MOS S F STP - LVN""])"
unit_tests/test_parlai_formatting.py,1130,process,        game.process()
unit_tests/test_parlai_formatting.py,1131,process,        game.process()
unit_tests/test_parlai_formatting.py,1185,Game(,        game = Game()
unit_tests/test_parlai_formatting.py,1186,set_orders,"        game.set_orders(""FRANCE"", [""F BRE - MAO""])"
unit_tests/test_parlai_formatting.py,1187,process,        game.process()
unit_tests/test_parlai_formatting.py,1188,set_orders,"        game.set_orders(""FRANCE"", [""F MAO - SPA/NC""])"
unit_tests/test_parlai_formatting.py,1189,set_orders,"        game.set_orders(""RUSSIA"", [""A MOS S F STP/SC""])"
unit_tests/test_parlai_formatting.py,1190,process,        game.process()
unit_tests/test_parlai_formatting.py,1191,process,        game.process()
unit_tests/test_parlai_formatting.py,1245,Game(,        game = Game()
unit_tests/test_parlai_formatting.py,1246,set_orders,"        game.set_orders(""FRANCE"", [""F BRE - MAO""])"
unit_tests/test_parlai_formatting.py,1247,process,        game.process()
unit_tests/test_parlai_formatting.py,1248,set_orders,"        game.set_orders(""FRANCE"", [""F MAO - SPA/NC""])"
unit_tests/test_parlai_formatting.py,1249,set_orders,"        game.set_orders(""RUSSIA"", [""A MOS S F STP""])"
unit_tests/test_parlai_formatting.py,1250,process,        game.process()
unit_tests/test_parlai_formatting.py,1251,process,        game.process()
unit_tests/test_parlai_flattener_to_unflattener.py,41,Game(,def load_game():
unit_tests/test_parlai_flattener_to_unflattener.py,46,from_json,        game_object = Game.from_json(f.read())
unit_tests/test_parlai_flattener_to_unflattener.py,50,set_orders,"        game_object.set_orders(pwr, orders)"
unit_tests/test_parlai_flattener_to_unflattener.py,51,process,    game_object.process()
unit_tests/test_parlai_flattener_to_unflattener.py,67,Game(,        self.game = load_game()
unit_tests/test_parlai_flattener_to_unflattener.py,225,Game(,        self.game = load_game()
unit_tests/test_parlai_all_holds_filtering.py,44,Game(,def load_game(last_phase_orders: JointAction):
unit_tests/test_parlai_all_holds_filtering.py,47,from_json,        game_object = Game.from_json(f.read())
unit_tests/test_parlai_all_holds_filtering.py,54,set_orders,"        game_object.set_orders(pwr, orders)"
unit_tests/test_parlai_all_holds_filtering.py,56,process,    game_object.process()
unit_tests/test_parlai_all_holds_filtering.py,63,Game(,        game = load_game(orders)
unit_tests/test_order_idxs.py,35,"Game(,pydipcc.Game","def load_game(path: Union[pathlib.Path, str]) -> pydipcc.Game:"
unit_tests/test_order_idxs.py,38,"from_json,pydipcc.Game",        game = pydipcc.Game.from_json(f.read())
unit_tests/test_order_idxs.py,44,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_order_idxs.py,89,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_order_idxs.py,121,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_order_idxs.py,132,get_all_possible_orders,                d for ds in game.get_all_possible_orders().values() for d in ds
unit_tests/test_order_idxs.py,315,Game(,        game_full = load_game(game_path)
unit_tests/test_order_idxs.py,341,Game(,        game_full = load_game(game_path)
unit_tests/test_order_idxs.py,357,Game(,        game_full = load_game(game_path)
unit_tests/test_message_editing.py,677,Game(,    def test_filter_grounding_end_of_game(self):
unit_tests/test_message_editing.py,717,"Game(,pydipcc.Game",        game = pydipcc.Game()
unit_tests/test_message_editing.py,733,process,            game.process()
unit_tests/test_draw_state_utils.py,36,Game(,def load_game() -> GameJson:
unit_tests/test_draw_state_utils.py,68,Game(,        game_json = load_game()
unit_tests/test_draw_state_utils.py,82,Game(,        game_json = load_game()
fairdiplomacy/variance_reduction.py,24,Game(,        stepped_game = Game(game)
fairdiplomacy/variance_reduction.py,25,set_orders,"        stepped_game.set_orders(power, action)"
fairdiplomacy/variance_reduction.py,28,set_orders,"                stepped_game.set_orders(other_power, other_action)"
fairdiplomacy/variance_reduction.py,29,process,        stepped_game.process()
fairdiplomacy/situation_check_press.py,46,pydipcc.Game,"    test: str, game: pydipcc.Game, sender: Power, recipient: Optional[Power],"
fairdiplomacy/situation_check_press.py,52,get_all_possible_orders,            all_poss_orders_map = game.get_all_possible_orders()
fairdiplomacy/situation_check_press.py,53,get_orderable_locations,            orderable_locs = game.get_orderable_locations()
fairdiplomacy/situation_check.py,108,from_json,        game = Game.from_json(f.read())
fairdiplomacy/get_xpower_supports.py,29,from_json,        game = Game.from_json(f.read())
fairdiplomacy/get_xpower_supports.py,143,set_orders,"                    g_cf.set_orders(power, power_orders)"
fairdiplomacy/get_xpower_supports.py,148,set_orders,"                        g_cf.set_orders(power, [hold_order])"
fairdiplomacy/get_xpower_supports.py,150,process,                    g_cf.process()
fairdiplomacy/env.py,292,process,"    def process_turn(self, timeout=10):"
fairdiplomacy/env.py,337,get_orderable_locations,            if not self.game.get_orderable_locations().get(power):
fairdiplomacy/env.py,344,set_orders,"            self.game.set_orders(power, orders)"
fairdiplomacy/env.py,352,process,        self.game.process()
fairdiplomacy/env.py,374,from_json,"        self.game.from_json_inplace(state[""game""])"
fairdiplomacy/env.py,382,process,    def process_all_turns(
fairdiplomacy/env.py,385,process,"        """"""Process all turns until game is over"
fairdiplomacy/env.py,392,process,"                ""Restoring eval process from checkpoint: %s"", partial_out_name + STATE_SUFFIX"
fairdiplomacy/env.py,424,process,            self.process_turn()
fairdiplomacy/env.py,483,add_message,"def add_messages_to_game_object(game: Game, messages: List[MessageDict]) -> None:"
fairdiplomacy/env.py,490,add_message,        game.add_message(
fairdiplomacy/env.py,627,process,        # We use this for processing pseudo-orders
fairdiplomacy/env.py,719,add_message,"        add_messages_to_game_object(self.game, msg_dicts)"
fairdiplomacy/compare_agents_array_test.py,22,"Game(,pydipcc.Game",        game = pydipcc.Game()
fairdiplomacy/compare_agents_array.py,16,process,import subprocess
fairdiplomacy/compare_agents_array.py,131,Game(,def _run_game(
fairdiplomacy/compare_agents.py,8,process,import multiprocessing as mp
fairdiplomacy/compare_agents.py,38,"from_json,pydipcc.Game",            game_obj = pydipcc.Game.from_json(stream.read())
fairdiplomacy/compare_agents.py,43,"Game(,pydipcc.Game",        game_obj = pydipcc.Game()
fairdiplomacy/compare_agents.py,92,process,"        scores = env.process_all_turns(max_turns=cfg.max_turns, partial_out_name=partial_out_name)"
fairdiplomacy/compare_agents.py,118,process,def run_1v6_trial_multiprocess(
fairdiplomacy/compare_agents.py,124,process,"    pool = mp.get_context(""spawn"").Pool(cfg.num_processes)"
fairdiplomacy/compare_agent_population_array.py,14,process,import subprocess
fairdiplomacy/compare_agent_population_array.py,80,from_json,            game = Game.from_json(stream.read())
fairdiplomacy/compare_agent_population_array.py,86,Game(,def get_power_scores_from_folder_grouped_by_game(
fairdiplomacy/compare_agent_population_array.py,141,Game(,"            get_power_scores_from_folder_grouped_by_game(game_dir, include_partial=include_partial)"
fairdiplomacy/compare_agent_population_array.py,146,Game(,def _run_game(
fairdiplomacy/compare_agent_population.py,38,"from_json,pydipcc.Game",            game_obj = pydipcc.Game.from_json(stream.read())
fairdiplomacy/compare_agent_population.py,42,"Game(,pydipcc.Game",        game_obj = pydipcc.Game()
fairdiplomacy/compare_agent_population.py,71,process,"        scores = env.process_all_turns(max_turns=cfg.max_turns, partial_out_name=partial_out_name)"
fairdiplomacy/benchmark_agent.py,23,Game(,"def load_game(game_json: Optional[str], phase: Optional[str]) -> Game:"
fairdiplomacy/benchmark_agent.py,25,Game(,        return Game()
fairdiplomacy/benchmark_agent.py,28,from_json,        game = Game.from_json(f.read())
fairdiplomacy/benchmark_agent.py,47,Game(,"    game = game_from_view_of(load_game(cfg.game_json, cfg.phase), cfg.power)"
fairdiplomacy/action_generation_test.py,22,"Game(,pydipcc.Game",        game = pydipcc.Game()
fairdiplomacy/action_generation_test.py,41,"Game(,pydipcc.Game",        game = pydipcc.Game()
fairdiplomacy/action_generation_test.py,49,"Game(,pydipcc.Game",        game = pydipcc.Game()
fairdiplomacy/action_generation_test.py,60,"Game(,pydipcc.Game",        game = pydipcc.Game()
fairdiplomacy/action_generation_test.py,71,"Game(,pydipcc.Game",        game = pydipcc.Game()
fairdiplomacy/action_generation_test.py,72,set_orders,"        game.set_orders(""FRANCE"", [""A MAR - BUR""])"
fairdiplomacy/action_generation_test.py,73,process,        game.process()
fairdiplomacy/action_generation_test.py,79,get_all_possible_orders,"        actions_no_limit = action_generation.get_all_possible_orders(game, power=""FRANCE"")"
fairdiplomacy/action_generation_test.py,83,"Game(,pydipcc.Game",        game = pydipcc.Game()
fairdiplomacy/action_generation_test.py,84,set_orders,"        game.set_orders(""FRANCE"", [""A MAR - SPA""])"
fairdiplomacy/action_generation_test.py,85,process,        game.process()
fairdiplomacy/action_generation_test.py,106,"Game(,pydipcc.Game",        game = pydipcc.Game()
fairdiplomacy/action_generation_test.py,107,set_orders,"        game.set_orders(""FRANCE"", [""A MAR - SPA""])"
fairdiplomacy/action_generation_test.py,108,process,        game.process()
fairdiplomacy/action_generation_test.py,139,"from_json,pydipcc.Game",            game = pydipcc.Game.from_json(stream.read())
fairdiplomacy/action_generation_test.py,180,"from_json,pydipcc.Game",            game = pydipcc.Game.from_json(stream.read())
fairdiplomacy/action_generation_test.py,185,get_all_possible_orders,"            self.assertIn(loc, game.get_all_possible_orders())"
fairdiplomacy/action_generation.py,212,get_all_possible_orders,"def get_all_possible_orders(game, power, max_actions=0):"
fairdiplomacy/action_generation.py,335,get_all_possible_orders,    loc2orders = game.get_all_possible_orders()
fairdiplomacy/action_generation.py,337,get_orderable_locations,    # Iterate over location in get_orderable_locations will order consistent
fairdiplomacy/action_generation.py,340,get_orderable_locations,    for loc in game.get_orderable_locations()[power]:
fairdiplomacy/action_generation.py,341,get_all_possible_orders,        # get_all_possible_orders returns some things that are not in the vocab
fairdiplomacy/action_generation.py,390,get_orderable_locations,    power_locs = frozenset(game.get_orderable_locations()[power])
fairdiplomacy/action_generation.py,427,get_orderable_locations,    good_locs = sorted(game.get_orderable_locations()[power])
fairdiplomacy/action_generation.py,496,get_all_possible_orders,def get_all_possible_orders_fast(
fairdiplomacy/action_generation.py,499,get_orderable_locations,    good_locs = game.get_orderable_locations()[power]
fairdiplomacy/action_generation.py,613,pydipcc.Game,"    game: pydipcc.Game,"
fairdiplomacy/action_generation.py,628,get_all_possible_orders,                    get_all_possible_orders_fast(
fairdiplomacy/action_exploration.py,112,pydipcc.Game,"    game: pydipcc.Game,"
fairdiplomacy/action_exploration.py,182,"Game(,pydipcc.Game",                    step_game = pydipcc.Game(game)
fairdiplomacy/action_exploration.py,185,set_orders,"                            step_game.set_orders(power, action)"
fairdiplomacy/action_exploration.py,187,set_orders,"                            step_game.set_orders(power, power_actions[i])"
fairdiplomacy/action_exploration.py,188,process,                    step_game.process()
fairdiplomacy/action_exploration.py,223,"Game(,pydipcc.Game",            step_game = pydipcc.Game(game)
fairdiplomacy/action_exploration.py,224,set_orders,"            step_game.set_orders(""AUSTRIA"", aa)"
fairdiplomacy/action_exploration.py,225,set_orders,"            step_game.set_orders(""FRANCE"", af)"
fairdiplomacy/action_exploration.py,226,process,            step_game.process()
fairdiplomacy/action_exploration.py,246,set_orders,    set_orders_dicts = []
fairdiplomacy/action_exploration.py,252,set_orders,            set_orders_dicts.append(orders)
fairdiplomacy/action_exploration.py,256,set_orders,"            game, agent_power=agent_power, set_orders_dicts=set_orders_dicts"
fairdiplomacy/action_exploration.py,311,"Game(,pydipcc.Game",            step_game = pydipcc.Game(game)
fairdiplomacy/action_exploration.py,312,set_orders,"            step_game.set_orders(""AUSTRIA"", a_actions[i])"
fairdiplomacy/action_exploration.py,313,set_orders,"            step_game.set_orders(""FRANCE"", f_actions[j])"
fairdiplomacy/action_exploration.py,314,process,            step_game.process()
fairdiplomacy/action_exploration.py,360,set_orders,    set_orders_dicts = []
fairdiplomacy/action_exploration.py,371,set_orders,            set_orders_dicts.append(orders)
fairdiplomacy/action_exploration.py,376,set_orders,"            game, agent_power=None, set_orders_dicts=set_orders_dicts"
fairdiplomacy/action_exploration.py,394,pydipcc.Game,"    game: pydipcc.Game,"
fairdiplomacy/action_exploration.py,447,process,"            # to use inference time double oracle, since we are in the process of computing"
fairdiplomacy/webdip/message_approval_cache_api.py,158,"from_json,pydipcc.Game",                game = pydipcc.Game.from_json(f.read())
fairdiplomacy/webdip/message_approval_cache_api.py,552,"from_json,pydipcc.Game",            orig_game = pydipcc.Game.from_json(f.read())
fairdiplomacy/webdip/message_approval_cache_api.py,633,pydipcc.Game,"    game: pydipcc.Game, agent_power: Power"
