file,line,keywords,text
src/server/task_worker.py,104,fail,"                print(""Heartbeat failed:"", e)"
src/server/task_worker.py,128,quest,"    async def start_sample(self, parameters: WorkerStartSampleRequest):"
src/server/task_worker.py,160,quest,"    async def interact(self, parameters: InteractRequest):"
src/server/task_worker.py,169,quest,"                detail=""Task Executing, please do not send new request."","
src/server/task_worker.py,190,quest,                cancelling.append(self.cancel(CancelRequest(session_id=session_id)))
src/server/task_worker.py,193,quest,"    async def cancel(self, parameters: CancelRequest):"
src/server/task_worker.py,217,quest,"    async def sample_status(self, parameters: SampleStatusRequest):"
src/server/task_worker.py,234,quest,"    async def calculate_overall(self, request: CalculateOverallRequest):"
src/server/task_worker.py,235,quest,        return self.task.calculate_overall(request.results)
src/server/tasks/GOPS/agents/alphabeta.py,24,step,"    async def step(self, state, **kargs):"
src/server/tasks/GOPS/agents/alphabeta.py,25,action,"        """"""Returns the action to be taken by this bot in the given state."""""""
src/server/tasks/GOPS/agents/alphabeta.py,26,action,        legal_actions = state.legal_actions(self.id)
src/server/tasks/GOPS/agents/alphabeta.py,27,action,"        value, action = minimax.expectiminimax(state, 5, construct_value_returns(self.id), self.id)"
src/server/tasks/GOPS/agents/alphabeta.py,28,action,"        print(""Action from ABBot: "", action)"
src/server/tasks/GOPS/agents/alphabeta.py,29,action,        return action
src/server/tasks/GOPS/agents/llmagent.py,6,action,from ..gops_exception import GOPSAgentActionException
src/server/tasks/GOPS/agents/llmagent.py,23,role,"            ""role"": ""user"","
src/server/tasks/GOPS/agents/llmagent.py,33,action,            await self.session.action({
src/server/tasks/GOPS/agents/llmagent.py,34,role,"                ""role"": ""user"","
src/server/tasks/GOPS/agents/llmagent.py,39,action,            await self.session.action({
src/server/tasks/GOPS/agents/llmagent.py,40,role,"                ""role"": ""user"","
src/server/tasks/GOPS/agents/llmagent.py,66,action,        card = await self.session.action({
src/server/tasks/GOPS/agents/llmagent.py,67,role,"            ""role"": ""user"","
src/server/tasks/GOPS/agents/llmagent.py,73,action,            card = await self.session.action({
src/server/tasks/GOPS/agents/llmagent.py,74,role,"                ""role"": ""user"","
src/server/tasks/GOPS/agents/llmagent.py,80,action,"            raise GOPSAgentActionException(""Invalid card with retry."")"
src/server/tasks/GOPS/agents/llmagent.py,84,step,"    async def step(self, state: str, opponent_hand: List, contested_scores: int, score_card_left: List) -> int:"
src/server/tasks/GOPS/agents/llmagent.py,110,action,        cards = await self.session.action({
src/server/tasks/GOPS/agents/llmagent.py,111,role,"            ""role"": ""user"","
src/server/tasks/GOPS/agents/llmagent.py,126,action,            cards = await self.session.action({
src/server/tasks/GOPS/agents/llmagent.py,127,role,"                ""role"": ""user"","
src/server/tasks/GOPS/agents/llmagent.py,138,action,"            raise GOPSAgentActionException(""Invalid card with retry."")"
src/server/tasks/GOPS/agents/mcts.py,43,step,"    async def step(self, state, **kargs):"
src/server/tasks/GOPS/agents/mcts.py,44,action,"        """"""Returns the action to be taken by this bot in the given state."""""""
src/server/tasks/GOPS/agents/mcts.py,45,"step,action",        action = self.mcts_bot.step(state)
src/server/tasks/GOPS/agents/mcts.py,46,action,"        print(""Action from ABBot: "", action)"
src/server/tasks/GOPS/agents/mcts.py,47,action,        return action
src/server/tasks/GOPS/agents/naive.py,22,step,"    async def step(self, state: str, opponent_hand: List, contested_scores: int, score_card_left: List) -> int:"
src/server/tasks/GOPS/agents/smminimax.py,17,step,"    def step(self, state):"
src/server/tasks/GOPS/agents/smminimax.py,38,action,        self.action_enumerator = GOPSActionEnumerator()
src/server/tasks/GOPS/agents/smminimax.py,39,action,        self.action_predictor = GOPSRandomActionPredictor()
src/server/tasks/GOPS/agents/smminimax.py,43,action,"        self.value_heuristic = RandomRolloutValueHeuristic(self.actor_enumerator, self.action_enumerator, "
src/server/tasks/GOPS/agents/smminimax.py,47,action,"                                self.action_enumerator, self.action_predictor, "
src/server/tasks/GOPS/agents/smminimax.py,53,step,"    async def step(self, state: str=None, opponent_hand: List=None, contested_scores: int=None, score_card_left: List=None, **kwargs):"
src/server/tasks/GOPS/agents/smminimax.py,54,action,"        """"""Returns the action to be taken by this bot in the given state."""""""
src/server/tasks/GOPS/agents/smminimax.py,64,action,        # then get the best action from the value graph
src/server/tasks/GOPS/agents/smminimax.py,65,action,        action = self.value_graph.get_best_action(gops_state)
src/server/tasks/GOPS/agents/smminimax.py,67,action,        card = action
src/server/tasks/GOPS/agents/smminimax.py,71,action,        return action
src/server/tasks/GOPS/gops_exception.py,26,action,class GOPSAgentActionException(GOPSException):
src/server/tasks/GOPS/gops_exception.py,28,action,"        super().__init__(""Invalid action (result) with retry"", detail)"
src/server/tasks/GOPS/ops_task.py,127,action,"                action_list, prob_list = zip(*outcomes_with_probs)"
src/server/tasks/GOPS/ops_task.py,128,action,"                action = rng.choice(action_list, p=prob_list)"
src/server/tasks/GOPS/ops_task.py,129,action,                score_card_left = list(np.array(list(action_list)) + 1)
src/server/tasks/GOPS/ops_task.py,130,action,                state.apply_action(action)
src/server/tasks/GOPS/ops_task.py,152,"step,action",                    action = await player1.step(
src/server/tasks/GOPS/ops_task.py,158,action,                    move1 = int(action) + 1
src/server/tasks/GOPS/ops_task.py,161,"step,action",                    action = await player2.step(
src/server/tasks/GOPS/ops_task.py,168,action,                    move2 = int(action) + 1
src/server/tasks/GOPS/ops_task.py,173,action,"                print(""Player {} takes action {} at state {}"".format(state.current_player(), action, state))"
src/server/tasks/GOPS/ops_task.py,175,action,                state.apply_action(action)
src/server/tasks/GOPS/task.py,128,step,            move1 = await player1.step(
src/server/tasks/GOPS/task.py,135,step,            move2 = await player2.step(
src/server/tasks/GOPS/task.py,144,step,            # move1 = await player1.step(
src/server/tasks/GOPS/task.py,152,step,            # move2 = await player2.step(
src/server/tasks/GOPS/wrapper.py,15,action,        self.decorate_method('action')
src/server/tasks/GOPS/wrapper.py,25,action,"    async def action(self, input: Dict):"
src/server/tasks/GOPS/wrapper.py,29,role,"                ""role"": input['role'],"
src/server/tasks/GOPS/wrapper.py,32,action,            response = await self.session.action()
src/server/tasks/avalon/agents/agent.py,8,role,        role (int): The role (id) of the agent.
src/server/tasks/avalon/agents/agent.py,12,team,        - :method:`Agent.propose_team`
src/server/tasks/avalon/agents/agent.py,13,"team,vote",        - :method:`Agent.vote_on_team`
src/server/tasks/avalon/agents/agent.py,14,"vote,mission",        - :method:`Agent.vote_on_mission`
src/server/tasks/avalon/agents/agent.py,16,role,"    def __init__(self, id: int, role: int, config: AvalonBasicConfig) -> None:"
src/server/tasks/avalon/agents/agent.py,19,role,        self.role = role
src/server/tasks/avalon/agents/agent.py,20,role,        self.role_name = config.ROLES[role]
src/server/tasks/avalon/agents/agent.py,24,"team,mission","    def propose_team(self, mission_id: int) -> frozenset[int]:"
src/server/tasks/avalon/agents/agent.py,25,team,"        r""""""Propose a team of given size."
src/server/tasks/avalon/agents/agent.py,28,"team,mission,quest",            mission_id (int): The id of the mission. team_size = config.num_players_for_quest[mission_id]
src/server/tasks/avalon/agents/agent.py,31,team,            frozenset[int]: The list of player ids to be included in the team.
src/server/tasks/avalon/agents/agent.py,36,"team,vote,mission","    def vote_on_team(self, mission_id: int, team: frozenset[int]) -> bool:"
src/server/tasks/avalon/agents/agent.py,37,"team,vote","        r""""""Vote on a given team."
src/server/tasks/avalon/agents/agent.py,40,"mission,quest,fail",            mission_id (int): The id of the mission. num_fails = self.config.num_fails_for_quest[mission_id]
src/server/tasks/avalon/agents/agent.py,41,team,            team (frozenset[int]): The list of player ids included in the team.
src/server/tasks/avalon/agents/agent.py,44,vote,            bool: The vote result.
src/server/tasks/avalon/agents/agent.py,48,"team,vote,mission,quest","    def vote_on_mission(self, mission_id: int, quest_team: frozenset[int]) -> bool:"
src/server/tasks/avalon/agents/agent.py,49,"team,vote,quest","        r""""""Vote on a quest (team)."
src/server/tasks/avalon/agents/agent.py,52,"mission,quest,fail",            mission_id (int): The id of the mission. num_fails = self.config.num_fails_for_quest[mission_id]
src/server/tasks/avalon/agents/agent.py,53,"team,quest",            quest_team (frozenset[int]): The list of player ids included in the quest.
src/server/tasks/avalon/agents/agent.py,56,vote,            bool: The vote result.
src/server/tasks/avalon/agents/agent.py,61,Assassin,"    def assassinate(self, num_players: int) -> int:"
src/server/tasks/avalon/agents/agent.py,62,Assassin,"        r""""""Assassinate a player."
src/server/tasks/avalon/agents/agent.py,68,Assassin,"            int: The id of the player to assassinate. The id is in the range [0, num_players)."
src/server/tasks/avalon/agents/baseline_agents.py,16,role,    - role (int): The role (id) of the agent.
src/server/tasks/avalon/agents/baseline_agents.py,22,role,"    def __init__(self, id: int, role: int, config: AvalonBasicConfig, name: str, side: int=None, sides: List[int] = None, **kwargs):"
src/server/tasks/avalon/agents/baseline_agents.py,23,role,"        super().__init__(id, role, config)"
src/server/tasks/avalon/agents/baseline_agents.py,27,role,        self.role = role
src/server/tasks/avalon/agents/baseline_agents.py,28,team,        self.team = None
src/server/tasks/avalon/agents/baseline_agents.py,35,"Merlin,role","            # if role is 0 (Merlin) or side is evil, warn that player_sides are not seen"
src/server/tasks/avalon/agents/baseline_agents.py,36,role,            if role == 0 or side == 0:
src/server/tasks/avalon/agents/baseline_agents.py,37,Merlin,"                warnings.warn(""Merlin and evil players did not see player sides in initialization"")"
src/server/tasks/avalon/agents/baseline_agents.py,50,"team,mission","    async def propose_team(self, mission_id: int, **kwargs):"
src/server/tasks/avalon/agents/baseline_agents.py,51,"mission,quest","        return frozenset(random.sample(range(0, self.config.num_players), self.config.num_players_for_quest[mission_id]))"
src/server/tasks/avalon/agents/baseline_agents.py,53,"team,vote,mission","    async def vote_on_team(self, mission_id, team: frozenset, **kwargs):"
src/server/tasks/avalon/agents/baseline_agents.py,56,"team,vote,mission","    async def vote_on_mission(self, mission_id, team: frozenset, **kwargs):"
src/server/tasks/avalon/agents/baseline_agents.py,65,role,"    def assign_role(self, role):"
src/server/tasks/avalon/agents/baseline_agents.py,66,role,        self.role = role
src/server/tasks/avalon/agents/baseline_agents.py,74,"team,mission","    async def observe_mission(self, team: frozenset, mission_id: int, **kargs):"
src/server/tasks/avalon/agents/baseline_agents.py,77,"team,vote,mission","    async def observe_team_result(self, mission_id, team: frozenset, votes: List[int], outcome: Tuple):"
src/server/tasks/avalon/agents/baseline_agents.py,80,Assassin,    async def assassinate(self):
src/server/tasks/avalon/agents/baseline_agents.py,87,Minion,class NaiveMinion(NaiveAgent):
src/server/tasks/avalon/agents/baseline_agents.py,89,"Minion,role","    def __init__(self, id: int, name: str, config: AvalonBasicConfig, side: int=0, role_name: str=""Minion"", role: int=6, sides: List[int]=None, **configs):"
src/server/tasks/avalon/agents/baseline_agents.py,90,role,        assert role == 6
src/server/tasks/avalon/agents/baseline_agents.py,96,role,"            role    =   role,"
src/server/tasks/avalon/agents/baseline_agents.py,100,"team,vote,mission","    async def vote_on_mission(self, mission_id: int, team: frozenset, **kwargs):"
src/server/tasks/avalon/agents/baseline_agents.py,101,"mission,quest,fail",        num_fails = self.config.num_fails_for_quest[mission_id]
src/server/tasks/avalon/agents/baseline_agents.py,103,"team,vote,success,fail","        # if less than num_fails evil players on the team, vote success"
src/server/tasks/avalon/agents/baseline_agents.py,104,"team,fail",        if sum([self.player_sides[i] == 0 for i in team]) < num_fails:
src/server/tasks/avalon/agents/baseline_agents.py,106,"team,vote,fail","        # if equal to num_fails evil players on the team, vote fail"
src/server/tasks/avalon/agents/baseline_agents.py,107,"team,fail",        elif sum([self.player_sides[i] == 0 for i in team]) == num_fails:
src/server/tasks/avalon/agents/baseline_agents.py,109,"Assassin,team,vote,success,fail","        # if there are only two evil players in the game (ie. the assassin is on the team) and num_fails == 1, vote success. otherwise, vote fail"
src/server/tasks/avalon/agents/baseline_agents.py,110,fail,        elif self.config.num_evil == 2 and num_fails == 1:
src/server/tasks/avalon/agents/baseline_agents.py,115,"team,vote,mission","    async def vote_on_team(self, mission_id: int, team: frozenset, **kwargs):"
src/server/tasks/avalon/agents/baseline_agents.py,116,"team,mission,fail","        # approve if there are at least x evil player(s) on the team, where x is number of fails required for this mission"
src/server/tasks/avalon/agents/baseline_agents.py,117,"mission,quest,fail",        num_fails = self.config.num_fails_for_quest[mission_id]
src/server/tasks/avalon/agents/baseline_agents.py,118,"team,fail",        if sum([self.player_sides[i] == 0 for i in team]) >= num_fails:
src/server/tasks/avalon/agents/baseline_agents.py,123,"team,mission","    async def propose_team(self, mission_id: int, **kwargs):"
src/server/tasks/avalon/agents/baseline_agents.py,124,"mission,quest,fail",        num_fails = self.config.num_fails_for_quest[mission_id]
src/server/tasks/avalon/agents/baseline_agents.py,125,"Minion,team,mission,fail","        # choose evil team with x-1 other evil player(s), where x is number of fails required for this mission, plus the minion"
src/server/tasks/avalon/agents/baseline_agents.py,126,"team,fail","        evil_team = random.sample([i for i in range(self.config.num_players) if self.player_sides[i] == 0 and i != self.id], num_fails - 1) + [self.id]"
src/server/tasks/avalon/agents/baseline_agents.py,128,"team,mission","        # propose a random team that includes evil_team and y-x good player(s), where y is number of players required for this mission"
src/server/tasks/avalon/agents/baseline_agents.py,129,"team,mission,quest,fail","        return frozenset(random.sample([i for i in range(self.config.num_players) if i not in evil_team and self.player_sides[i] == 1], self.config.num_players_for_quest[mission_id] - num_fails) + evil_team)"
src/server/tasks/avalon/agents/baseline_agents.py,131,Assassin,class NaiveAssassin(NaiveAgent):
src/server/tasks/avalon/agents/baseline_agents.py,133,"Assassin,role","    def __init__(self, id: int, name: str, config: AvalonBasicConfig, side: int=0, role_name: str=""Assassin"", role: int=7, sides: List[int]=None, **configs):"
src/server/tasks/avalon/agents/baseline_agents.py,134,role,        assert role == 7
src/server/tasks/avalon/agents/baseline_agents.py,140,role,"            role    =   role,"
src/server/tasks/avalon/agents/baseline_agents.py,144,"team,vote,mission","    async def vote_on_mission(self, mission_id: int, team: frozenset, **kwargs):"
src/server/tasks/avalon/agents/baseline_agents.py,145,"mission,quest,fail",        num_fails = self.config.num_fails_for_quest[mission_id]
src/server/tasks/avalon/agents/baseline_agents.py,147,"team,vote,success,fail","        # if less than num_fails evil players on the team, vote success"
src/server/tasks/avalon/agents/baseline_agents.py,148,"team,fail",        if sum([self.player_sides[i] == 0 for i in team]) < num_fails:
src/server/tasks/avalon/agents/baseline_agents.py,150,"vote,fail",        # else vote fail
src/server/tasks/avalon/agents/baseline_agents.py,154,"team,vote,mission","    async def vote_on_team(self, team: frozenset, mission_id: int, **kwargs):"
src/server/tasks/avalon/agents/baseline_agents.py,155,"team,mission,fail","        # approve if there are at least x evil player(s) on the team, where x is number of fails required for this mission"
src/server/tasks/avalon/agents/baseline_agents.py,156,"mission,quest,fail",        num_fails = self.config.num_fails_for_quest[mission_id]
src/server/tasks/avalon/agents/baseline_agents.py,157,"team,fail",        if sum([self.player_sides[i] == 0 for i in team]) >= num_fails:
src/server/tasks/avalon/agents/baseline_agents.py,162,"team,mission","    async def propose_team(self, mission_id: int, **kwargs):"
src/server/tasks/avalon/agents/baseline_agents.py,163,"mission,quest,fail",        num_fails = self.config.num_fails_for_quest[mission_id]
src/server/tasks/avalon/agents/baseline_agents.py,164,"Assassin,team,mission,fail","        # choose evil team with x-1 other evil player(s), where x is number of fails required for this mission, plus the assassin"
src/server/tasks/avalon/agents/baseline_agents.py,165,"team,fail","        evil_team = random.sample([i for i in range(self.config.num_players) if self.player_sides[i] == 0 and i != self.id], num_fails - 1) + [self.id]"
src/server/tasks/avalon/agents/baseline_agents.py,167,"team,mission","        # propose a random team that includes evil_team and y-x good player(s), where y is number of players required for this mission"
src/server/tasks/avalon/agents/baseline_agents.py,168,"team,mission,quest,fail","        return frozenset(random.sample([i for i in range(self.config.num_players) if i not in evil_team and self.player_sides[i] == 1], self.config.num_players_for_quest[mission_id] - num_fails) + evil_team)"
src/server/tasks/avalon/agents/baseline_agents.py,170,Assassin,"    async def assassinate(self, **kwargs):"
src/server/tasks/avalon/agents/baseline_agents.py,171,Assassin,        # assassinate a random good player
src/server/tasks/avalon/agents/baseline_agents.py,174,Merlin,class NaiveMerlin(NaiveAgent):
src/server/tasks/avalon/agents/baseline_agents.py,176,role,"    def __init__(self, id: int, name: str, config: AvalonBasicConfig, side: int=1, role: int=0, sides: List[int]=None, **configs):"
src/server/tasks/avalon/agents/baseline_agents.py,177,role,        assert role == 0
src/server/tasks/avalon/agents/baseline_agents.py,183,role,"            role    =   role,"
src/server/tasks/avalon/agents/baseline_agents.py,187,"team,vote,mission","    async def vote_on_team(self, team: frozenset, mission_id: int, **kwargs):"
src/server/tasks/avalon/agents/baseline_agents.py,188,team,        # approve if there are no evil players on the team
src/server/tasks/avalon/agents/baseline_agents.py,189,team,        if any([self.player_sides[i] == 0 for i in team]):
src/server/tasks/avalon/agents/baseline_agents.py,194,"team,mission","    async def propose_team(self, mission_id: int, **kwargs):"
src/server/tasks/avalon/agents/baseline_agents.py,195,"Merlin,team",        # propose a random team with all good players that includes Merlin
src/server/tasks/avalon/agents/baseline_agents.py,196,"mission,quest","        return frozenset(random.sample([i for i in range(self.config.num_players) if self.player_sides[i] != 0 and i != self.id], self.config.num_players_for_quest[mission_id] - 1) + [self.id])"
src/server/tasks/avalon/agents/baseline_agents.py,198,Servant,class NaiveServant(NaiveAgent):
src/server/tasks/avalon/agents/baseline_agents.py,200,role,"    def __init__(self, id: int, name: str, config: AvalonBasicConfig, side: int=1, role: int=5, sides: List[int]=None, lexigraphic: bool=True, **configs):"
src/server/tasks/avalon/agents/baseline_agents.py,201,role,        assert role == 5
src/server/tasks/avalon/agents/baseline_agents.py,207,role,"            role    =   role,"
src/server/tasks/avalon/agents/baseline_agents.py,215,"team,mission",        # generate team preferences for first mission
src/server/tasks/avalon/agents/baseline_agents.py,216,team,        self.team_preferences = self.generate_team_preferences(0)
src/server/tasks/avalon/agents/baseline_agents.py,218,team,        # record the largest and most recent team that succeeded
src/server/tasks/avalon/agents/baseline_agents.py,219,"team,success",        self.largest_successful_team = None
src/server/tasks/avalon/agents/baseline_agents.py,224,Servant,        '''Util func of NaiveServant
src/server/tasks/avalon/agents/baseline_agents.py,251,"team,mission","    def generate_team_preferences(self, mission_id: int):"
src/server/tasks/avalon/agents/baseline_agents.py,253,"team,mission",        generates preferences across mission teams specified by mission_id
src/server/tasks/avalon/agents/baseline_agents.py,255,"team,mission,quest",        team_size = self.config.num_players_for_quest[mission_id]
src/server/tasks/avalon/agents/baseline_agents.py,256,team,"        # generate list of all possible teams of size team_size, where team should be a set of player ids"
src/server/tasks/avalon/agents/baseline_agents.py,257,team,"        teams = [frozenset(team) for team in itertools.combinations(range(self.config.num_players), team_size)]"
src/server/tasks/avalon/agents/baseline_agents.py,259,team,"        # maintain a list of preferences for each team, and set all preferences to 0"
src/server/tasks/avalon/agents/baseline_agents.py,260,team,        team_preferences = [0] * len(teams)
src/server/tasks/avalon/agents/baseline_agents.py,264,team,            # iterate over possible teams
src/server/tasks/avalon/agents/baseline_agents.py,265,team,            for team in teams:
src/server/tasks/avalon/agents/baseline_agents.py,266,team,"                # if team is all good in sides, increment team preference by prob of side"
src/server/tasks/avalon/agents/baseline_agents.py,267,team,                if all([sides[i] == 1 for i in team]):
src/server/tasks/avalon/agents/baseline_agents.py,268,team,                    team_preferences[teams.index(team)] += prob
src/server/tasks/avalon/agents/baseline_agents.py,270,team,        # return dictionary mapping teams to preferences
src/server/tasks/avalon/agents/baseline_agents.py,271,team,"        return dict(zip(teams, team_preferences))"
src/server/tasks/avalon/agents/baseline_agents.py,273,team,"    def find_most_prefered_teams(self, team_to_preferences: Dict):"
src/server/tasks/avalon/agents/baseline_agents.py,275,team,"        returns a list of the most preferred teams, where team_to_preferences is a dictionary mapping teams to preferences"
src/server/tasks/avalon/agents/baseline_agents.py,278,team,        max_preference = max(team_to_preferences.values())
src/server/tasks/avalon/agents/baseline_agents.py,279,team,        # return a list of all teams with maximum preference
src/server/tasks/avalon/agents/baseline_agents.py,280,team,"        max_teams = [frozenset(team) for team, preference in team_to_preferences.items() if preference == max_preference]"
src/server/tasks/avalon/agents/baseline_agents.py,281,team,"        # if there is only one team with maximum preference, return it"
src/server/tasks/avalon/agents/baseline_agents.py,282,team,        if len(max_teams) == 1:
src/server/tasks/avalon/agents/baseline_agents.py,283,team,            return max_teams
src/server/tasks/avalon/agents/baseline_agents.py,284,"team,success","        # else return list of teams of max_teams that are subsets of self.largest_successful_team if it is not None and non-empty, otherwise return max_teams"
src/server/tasks/avalon/agents/baseline_agents.py,286,"team,success",            if self.largest_successful_team is not None and self.lexigraphic:
src/server/tasks/avalon/agents/baseline_agents.py,287,"team,success",                out = [frozenset(team) for team in max_teams if team.issubset(self.largest_successful_team)]
src/server/tasks/avalon/agents/baseline_agents.py,291,"team,success","                else: # return list of teams of max_teams that are supersets of self.largest_successful_team if it is not None and non-empty, otherwise return max_teams"
src/server/tasks/avalon/agents/baseline_agents.py,292,"team,success",                    out = [frozenset(team) for team in max_teams if self.largest_successful_team.issubset(team)]
src/server/tasks/avalon/agents/baseline_agents.py,297,team,                        return max_teams
src/server/tasks/avalon/agents/baseline_agents.py,298,team,            return list(set(max_teams))
src/server/tasks/avalon/agents/baseline_agents.py,300,"team,vote,mission","    async def vote_on_team(self, team: frozenset, mission_id: int, **kwargs):"
src/server/tasks/avalon/agents/baseline_agents.py,301,"team,vote","        # print('vote', self.team_preferences)"
src/server/tasks/avalon/agents/baseline_agents.py,302,team,"        # if team is in most preferred teams, approve, otherwise reject"
src/server/tasks/avalon/agents/baseline_agents.py,303,team,        return 1 if team in self.find_most_prefered_teams(self.team_preferences) else 0
src/server/tasks/avalon/agents/baseline_agents.py,305,"team,mission","    async def propose_team(self, mission_id: int, **kwargs):"
src/server/tasks/avalon/agents/baseline_agents.py,306,team,        # propose random team in most preferred teams
src/server/tasks/avalon/agents/baseline_agents.py,307,team,"        # print('propose', self.team_preferences)"
src/server/tasks/avalon/agents/baseline_agents.py,308,team,        return random.choice(self.find_most_prefered_teams(self.team_preferences))
src/server/tasks/avalon/agents/baseline_agents.py,310,"team,mission,fail","    async def observe_mission(self, team: frozenset, mission_id: int, num_fails: int, **kargs):"
src/server/tasks/avalon/agents/baseline_agents.py,311,"team,mission,success","        # if mission succeeded, update largest_successful_team"
src/server/tasks/avalon/agents/baseline_agents.py,312,fail,        if num_fails == 0:
src/server/tasks/avalon/agents/baseline_agents.py,313,"team,success",            if self.largest_successful_team is None or len(team) > len(self.largest_successful_team):
src/server/tasks/avalon/agents/baseline_agents.py,314,"team,success",                self.largest_successful_team = team
src/server/tasks/avalon/agents/baseline_agents.py,316,"team,fail",        # set the probability of all sides that have less than num_fails evil players on the team to 0
src/server/tasks/avalon/agents/baseline_agents.py,318,"team,fail",            if sum([sides[i] == 0 for i in team]) < num_fails:
src/server/tasks/avalon/agents/baseline_agents.py,329,"team,mission","        # generate team preferences for next mission, if there is one"
src/server/tasks/avalon/agents/baseline_agents.py,330,"mission,quest",        if mission_id < len(self.config.num_players_for_quest)-1:
src/server/tasks/avalon/agents/baseline_agents.py,331,"team,mission",            self.team_preferences = self.generate_team_preferences(mission_id+1)
src/server/tasks/avalon/agents/baseline_agents.py,350,Servant,"    'Servant': NaiveServant,"
src/server/tasks/avalon/agents/baseline_agents.py,351,Merlin,"    'Merlin': NaiveMerlin,"
src/server/tasks/avalon/agents/baseline_agents.py,352,Assassin,"    'Assassin': NaiveAssassin,"
src/server/tasks/avalon/agents/baseline_agents.py,353,Minion,    'Minion': NaiveMinion
src/server/tasks/avalon/agents/baseline_agents.py,357,role,"    return NAIVEAGENT_FINDER[configs[""role_name""]]("
src/server/tasks/avalon/agents/baseline_agents.py,361,role,"        role        =   configs[""role""],"
src/server/tasks/avalon/agents/baseline_agents.py,362,role,"        role_name   =   configs[""role_name""],"
src/server/tasks/avalon/agents/baseline_agents.py,366,Merlin,"        merlin      =   configs[""merlin""],"
src/server/tasks/avalon/agents/baseline_agents.py,379,quest,"        'quest_leader': 0,"
src/server/tasks/avalon/agents/baseline_agents.py,380,"Merlin,Minion,Assassin,Servant,role","        'role_names': ['Servant', 'Minion', 'Merlin', 'Assassin', 'Servant']"
src/server/tasks/avalon/agents/baseline_agents.py,383,Merlin,"    player_0 = find_naive_agent['Merlin'](0, 'player_0', config)"
src/server/tasks/avalon/agents/baseline_speakable_agents.py,17,role,    - role (int): The role (id) of the agent.
src/server/tasks/avalon/agents/baseline_speakable_agents.py,23,role,"    def __init__(self, id: int, role: int, config: AvalonBasicConfig, name: str, session: AvalonSessionWrapper=None, side: int=None, sides: List[int] = None, **kwargs):"
src/server/tasks/avalon/agents/baseline_speakable_agents.py,24,role,"        super().__init__(id, role, config)"
src/server/tasks/avalon/agents/baseline_speakable_agents.py,28,role,        self.role = role
src/server/tasks/avalon/agents/baseline_speakable_agents.py,29,team,        self.team = None
src/server/tasks/avalon/agents/baseline_speakable_agents.py,33,discussion,"        self.discussion = kwargs.pop('discussion', None)"
src/server/tasks/avalon/agents/baseline_speakable_agents.py,38,"Merlin,role","            # if role is 0 (Merlin) or side is evil, warn that player_sides are not seen"
src/server/tasks/avalon/agents/baseline_speakable_agents.py,39,role,            if role == 0 or side == 0:
src/server/tasks/avalon/agents/baseline_speakable_agents.py,40,Merlin,"                warnings.warn(""Merlin and evil players did not see player sides in initialization"")"
src/server/tasks/avalon/agents/baseline_speakable_agents.py,55,"team,mission","    async def propose_team(self, mission_id: int, **kwargs):"
src/server/tasks/avalon/agents/baseline_speakable_agents.py,56,"mission,quest","        return frozenset(random.sample(range(0, self.config.num_players), self.config.num_players_for_quest[mission_id]))"
src/server/tasks/avalon/agents/baseline_speakable_agents.py,58,"team,vote,mission","    async def vote_on_team(self, mission_id, team: frozenset, **kwargs):"
src/server/tasks/avalon/agents/baseline_speakable_agents.py,61,"team,vote,mission","    async def vote_on_mission(self, mission_id, team: frozenset, **kwargs):"
src/server/tasks/avalon/agents/baseline_speakable_agents.py,66,role,"        """"""Initiliaze the game info for the agent, which includes game introduction, role, and reveal information for different roles."""""""
src/server/tasks/avalon/agents/baseline_speakable_agents.py,71,"Merlin,role","        content_prompt = intro_prompt + INFO_ROLE.format(self.num_players, self.num_good, int(self.merlin), self.num_good - int(self.merlin) - int(self.percival), self.num_evil, self.num_evil - int(self.morgana) - int(self.mordred) - int(self.oberon) - 1)"
src/server/tasks/avalon/agents/baseline_speakable_agents.py,72,role,"        identity_prompt = INFO_YOUR_ROLE.format(self.name, self.role_name, verbal_side[self.side]) # and do not pretend to be other roles throughout the game."""
src/server/tasks/avalon/agents/baseline_speakable_agents.py,76,Minion,        minion_list = []
src/server/tasks/avalon/agents/baseline_speakable_agents.py,77,Servant,        servant_list = []
src/server/tasks/avalon/agents/baseline_speakable_agents.py,78,Assassin,        assassin = ''
src/server/tasks/avalon/agents/baseline_speakable_agents.py,79,Merlin,        merlin = ''
src/server/tasks/avalon/agents/baseline_speakable_agents.py,81,Minion,"            if player_info[1] == ""Minion"":"
src/server/tasks/avalon/agents/baseline_speakable_agents.py,82,Minion,                minion_list.append(str(idx))
src/server/tasks/avalon/agents/baseline_speakable_agents.py,83,Servant,"            elif player_info[1] == ""Servant"":"
src/server/tasks/avalon/agents/baseline_speakable_agents.py,84,Servant,                servant_list.append(str(idx))
src/server/tasks/avalon/agents/baseline_speakable_agents.py,85,Assassin,"            elif player_info[1] == ""Assassin"":"
src/server/tasks/avalon/agents/baseline_speakable_agents.py,86,Assassin,                assassin = str(idx)
src/server/tasks/avalon/agents/baseline_speakable_agents.py,87,Merlin,"            elif player_info[1] == ""Merlin"":"
src/server/tasks/avalon/agents/baseline_speakable_agents.py,88,Merlin,                merlin = str(idx)
src/server/tasks/avalon/agents/baseline_speakable_agents.py,89,"Merlin,role","        if self.role_name == ""Merlin"":"
